10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, 931.322575, 1.000000, 931.322575
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 2, 100000, inf, 1.000000, inf
10000000000, 2, 100000, inf, 1.000000, inf
10000000000, 2, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, 10000.000000, 1.000000, 10000.000000
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, 10000.000000, 1.000000, 10000.000000
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, 10000.000000, 1.000000, 10000.000000
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, 10000.000000, 1.000000, 10000.000000
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
10000000000, 1, 100000, inf, 1.000000, inf
