10000000000, 4, 1000, 155.220429, 1.000000, 155.220429
10000000000, 4, 1000, 20000.000000, 1.000000, 20000.000000
10000000000, 4, 1000, 16666.666667, 1.000000, 16666.666667
10000000000, 4, 1000, 20000.000000, 1.000000, 20000.000000
10000000000, 4, 1000, 1666.666667, 1.000000, 1666.666667
10000000000, 4, 1000, 1666.666667, 1.000000, 1666.666667
10000000000, 4, 1000, 1666.666667, 1.000000, 1666.666667
10000000000, 4, 1000, 1666.666667, 1.000000, 1666.666667
10000000000, 4, 1000, 1666.666667, 1.000000, 1666.666667
10000000000, 4, 1000, 1772.992746, 1.000000, 1772.992746
10000000000, 4, 1000, 1771.137821, 1.000000, 1771.137821
10000000000, 4, 1000, 1769.745806, 1.000000, 1769.745806
10000000000, 4, 1000000, 93760.255028, 1.000000, 93760.255028
